Habitat	IJSEM_year	article_doi	16S_rDNA_accession_number	DNA_GC_content_mol	oxygen_preference	mean_length_microns	mean_width_microns	motility	spore_production	Metabolism_assays	Genus_name	species_name	strain_name	pH_optimum_for_growth	pH_range_at_which_growth_occurred	temperature_optimum_for_growth_degC	temperature_range_at_which_growth_occurred_degC	optimal_NaCl_concentration_for_growth_	NaCl_concentration_range_at_which_growth_occurred_	pigment_production	cell_shape	cell_aggregation	article_first_page	culture_collection_codes	Sole_carbon_substrate_use	genome_accession_number	gram_status	If_'other'_was_chosen_above__please_enter_a_habitat_below	The_paper_included_Biolog_results
plant_associated	2013	10.1099_ijs.0.048959_0	KC006961	61.3	aerobic	1.85	0.85	non_motile	no	acid_phosphatase__alkaline_phosphatase__catalase_positive__urease_positive	Amorphus	suaedae	YC6899	7.25	5.0_10.5	31	Dec_40	3	0_10	yes	rod	clump	3868	ó_KACC14912_NBRC107845	alanine__alanine__asparagine__aspartic_acid_aspartate__cellobiose__citric_acide_citrate__dextrin__fucose__galactose__glucuronamide__glucose__glutamic_acid__glycogen__pyruvic_acid_methyl_ester__serine__sorbitol__succinic_acid_succinate		negative		Yes
marine_sediment	2013	10.1099_ijs.0.050567_0	KC010490	64.1	NA			non_motile	no	catalase_positive__urease_positive	Mycobacterium	sediminis	YIM_M13028	7	6.0_8.0	28	May_37	1	0_4	yes	ovoid_coccobacillus	not_indicated	4081	DSM45643_KCTC19999			positive		No
soil	2013	10.1099_ijs.0.050567_0	KC010491	62.8	NA			non_motile	no	catalase_positive__urease_positive	Mycobacterium	arabiense	YIM_121001	7	6.0_8.0	31	May_37	1.5	0_5	yes	ovoid_coccobacillus	not_indicated	4081	DSM45768_JCM18538			positive		No
marine_sediment	2013	10.1099_ijs.0.049866_0	KC017768	60.2	anaerobic			motile__but_unspecified_structure	not_indicated	aesculin_hydrolysis__alkaline_phosphatase__catalase_positive__gelatinase__nitrate_reduction_to_nitrite	Ferrimonas	gelatinilytica	CJ24	6	6.0_9.0	30	15_42	2	02_Jul	yes	ovoid_coccobacillus	clump	4309	KACC17065_JCM18720	acetate__alpha_cyclodextrin__arabinose__lactate__thymidine__Tween_40__Tween_80__uridine		negative		Yes
hypersaline_environment	2013	10.1099_ijs.0.050500_0	KC018183	63.8	anaerobic	1.5	0.65	non_motile	not_indicated	catalase_positive__nitrate_reduction_to_nitrite__oxidase_positive	Halopenitus	malekzadehii	CC65	7.5	6.5_9.0	40	30_50	20.3		yes	not_indicated	clump	3232	IBRC_M10418_KCTC4045	fructose__glucose__maltose__sucrose		negative		Yes
marine_sediment	2013	10.1099_ijs.0.052274_0	KC018453	64.6	aerobic	1.4	0.75	not_indicated	not_indicated	acid_phosphatase__aesculin_hydrolysis__alkaline_phosphatase__alpha_galactosidase__catalase_positive__oxidase_positive__urease_positive	Roseivivax	pacificus	22DY03	7	5.5_8.5	32.5	Oct_40		0.5_15.0	no	rod	clump	4574	CGMCC1.12410_JCM18866	acetate__adipate__alanine__alanine__arabinose__arginine__cellobiose__citric_acide_citrate__ethanol__formic_acid__fructose__galactose__gluconic_acid__glucose__glycerol__lactose__malate__malonic_acid_malonate__maltose__mannitol__mannose__myo_inositol__N_acetylgulcosamine__ornithine__propionic_acid_propionate__pyruvic_acid_pyruvate__raffinose__rhamnose__ribose__salicin__serine__sorbitol__succinic_acid_succinate__sucrose__trehalose__xylose		negative		Yes
other	2013	10.1099_ijs.0.051599_0	KC136313	46.3	aerobic	2.7	0.55	non_motile	not_indicated	acid_phosphatase__aesculin_hydrolysis__alkaline_phosphatase__catalase_positive__gelatinase__oxidase_positive	Arenicella	chitinivorans	KMM_6208	8	5.5_10.5	26.5	Apr_38	2.25	0.5_5	yes	rod	clump	4124	KCTC12711_LMG26983	alanine__alanine__arabinose__asparagine__cellobiose__galactose__glucose__glutamic_acid__maltose__mannitol__mannose__proline__rhamnose__sucrose__threonine		negative	sea_urchin	Yes
seawater	2013	10.1099_ijs.0.051037_0	KC152461	69.3	aerobic			non_motile	no	acid_phosphatase__aesculin_hydrolysis__alkaline_phosphatase__catalase_positive__gelatinase__nitrate_reduction_to_nitrite__oxidase_positive	Nocardioides	salsibiostraticola	PAMC_26527	7.5	6.0_9.5	20	May_25	0.5	0_5.0	yes	rod	clump	3800	ó_KCTC29158_JCM18743	arabinose__cellobiose__fructose__galactose__glucose__glycerol__lactose__mannitol__N_acetylgulcosamine__proline__pyruvic_acid_pyruvate__raffinose__rhamnose__salicin__sucrose__trehalose		positive		Yes
seawater	2013	10.1099_ijs.0.054635_0	KC169812	44.2	aerobic	1.6	0.4	gliding	no	acid_phosphatase__aesculin_hydrolysis__alkaline_phosphatase__gelatinase__nitrate_reduction_to_nitrite	Luteibaculum	oceani	CC_AMWY_103B	7	6.0_8.0	30	20_35	2	01_May	yes	rod	clump	4765	JCM18817_BCRC80551	alpha_cyclodextrin__glutamic_acid__methyl_beta_D_glucoside__trehalose		negative		Yes
seawater	2013	10.1099_ijs.0.053553_0	KC169813	61.2	aerobic	1.85	0.6	non_motile	no	acid_phosphatase__aesculin_hydrolysis__alkaline_phosphatase__catalase_positive__gelatinase__oxidase_positive__urease_positive	Shimia	biformata	CC_AMW_C	7.5	6.0_10.0	33.5	20_40	3	01_Jun	no	rod	clump	4533	JCM18818_BCRC80548	acetate__arabinose__aspartic_acid_aspartate__fructose__glutamic_acid__lactate__lactose__maltose__melibiose__N_acetylgulcosamine__ornithine__phenethylamine__phenylalanine__pyruvic_acid_methyl_ester__serine__succinic_acid_succinate__thymidine__trehalose		negative		Yes
plant_associated	2013	10.1099_ijs.0.044461_0	KC195919	63.2	aerobic	0.45	2	non_motile	not_indicated	acid_phosphatase__aesculin_hydrolysis__alkaline_phosphatase__alpha_galactosidase__catalase_positive__indole_production__oxidase_positive__urease_positive	Pleomorphomonas	diazotrophica	R5_392	7	6.0_8.0	30	20_37	1	0_1	NA	rod	not_indicated	2477	KACC16233_DSM25022	arabinose__glucose__maltose__mannitol__mannose		negative		Yes
other	2013	10.1099_ijs.0.053892_0	KC196070	66.5	aerobic	2.8	0.65	non_motile	not_indicated	acid_phosphatase__alkaline_phosphatase__alpha_galactosidase__catalase_positive__nitrate_reduction_to_nitrite__oxidase_positive__urease_positive	Pseudoruegeria	haliotis	WM67	7.5	05_Sep	30	Oct_37	1	0.5_5	yes	rod	clump	4626	KACC17214_JCM18872	alanine__alaninamide__alanine__asparagine__cellobiose__dextrin__fructose__galactose__glucose__glutamic_acid__glycerol__inosine__lactate__lactose__maltose__mannose__melibiose__methyl_beta_D_glucoside__pyruvic_acid_methyl_ester__serine__succinic_acid_succinate__sucrose__trehalose__uridine		negative	intestinal_tract_of_an_abalone	Yes
other	2013	10.1099_ijs.0.053140_0	KC196071	53.8	aerobic	2	0.8	flagella	not_indicated	acid_phosphatase__alkaline_phosphatase__alpha_galactosidase__catalase_positive__gelatinase__nitrate_reduction_to_nitrite__oxidase_positive	Shimia	haliotis	WM35	7	06_Sep	30	15_37	3	0_5	yes	rod	clump	4248	KACC17212_JCM18870	acetate__alanine__alaninamide__alanine__asparagine__citric_acide_citrate__glucose__glutamic_acid__lactate__melibiose__ornithine__proline__propionic_acid_propionate__pyruvic_acid_methyl_ester__serine__succinic_acid_succinate__thymidine		negative	abalone	Yes
plant_associated	2013	10.1099_ijs.0.049767_0	KC213817		NA	10	3.25	not_indicated	yes	nitrate_reduction_to_nitrite__urease_positive	Moniliella	byzovii	2041.7							yes	ovoid_coccobacillus	not_indicated	1192	CBS12757_NRRLY_63661	cellobiose__citric_acide_citrate__ethanol__gluconic_acid__glucose__mannitol__sucrose		NA		Yes
plant_associated	2013	10.1099_ijs.0.050153_0	KC247157	49	aerobic	1.6	0.46	non_motile	no	aesculin_hydrolysis__alkaline_phosphatase__alpha_galactosidase	Mucilaginibacter	gynuensis	YC7003	6.5	5.0_10.0	30	Apr_35	0	0_1	yes	rod	clump	3225	KACC15532_JCM17705	alanine__alaninamide__alanine__arabinose__fructose__galactose__glucose__glutamic_acid__glycine__maltose__mannose__N_acetylgulcosamine__proline__serine__sucrose__threonine__trehalose		negative		Yes
soil	2013	10.1099_ijs.0.052506_0	KC251736	71.5	aerobic			non_motile	no	acid_phosphatase__aesculin_hydrolysis__alpha_galactosidase__catalase_positive	Amnibacterium	soli	PB243	7	5.0_8.0	30	Oct_32	1		yes	rod	not_indicated	4750	KCTC33147_JCM19015	glycogen__maltose__sucrose		positive		Yes
freshwater_river__lake__pond	2013	10.1099_ijs.0.049593_0	KC254732		aerobic	2.5	0.9	non_motile	yes	catalase_positive__gelatinase__oxidase_positive__urease_positive	Lysinibacillus	contaminans	FSt3A	7.5	6.5_10.5	30	15_45	1	01_Jul	yes	not_indicated	clump	3148	CCM8383_DSM25560_CIP110362			positive		Yes
other	2013	10.1099_ijs.0.049627_0	KC254733	45.09	aerobic	2	1	non_motile	no	oxidase_positive	Falsochrobactrum	ovis	B1315							yes	rod	not_indicated	3841	CCM8460_LMG27356	adonitol__arabinose__aspartic_acid_aspartate__cellobiose__fructose__galactose__glucose__lactate__mannitol__mannose__N_acetylgulcosamine__ornithine__propionic_acid_propionate__pyruvic_acid_pyruvate__rhamnose__ribose__sorbitol__xylose		negative	sheep	Yes
other	2013	10.1099_ijs.0.049619_0	KC254734		aerobic	1	0.5	not_indicated	no	catalase_positive__nitrate_reduction_to_nitrite__oxidase_positive	Kaistia	hirudinis	E94	7	4.5_10.5		15_37		01_Oct	yes	rod	not_indicated	3209	ó_LMG26925_CIP110381_CCM8401	3_hydroxybutyrate__acetate__alanine__alanine__lactate__phenylacetate__proline		negative	skin_of_a_medical_leech	Yes
plant_associated	2013	10.1099_ijs.0.049734_0	KC261664	35	NA	3.35	0.55	gliding	not_indicated	acid_phosphatase__alkaline_phosphatase__catalase_positive__oxidase_positive	Algibacter	undariae	WS_MY9	7.5	5.0_8.0	25	Apr_35	2	0.5_6.0	yes	rod	clump	3704	KCTC32259_CCUG63684	fructose__galactose__glucose__mannose__xylose		negative		Yes
other	2013	10.1099_ijs.0.050237_0	KC283016		NA			non_motile	not_indicated	aesculin_hydrolysis__catalase_positive__gelatinase	Kribbella	albertanoniae	BC640	7	4.3_10		20_45	2		yes	not_indicated	not_indicated	3591	DSM26744_NRRLB_24917	acetate__adonitol__arabinose__arginine__asparagine__cellobiose__citric_acide_citrate__fructose__glucose__histidine__lactose__mannitol__mannose__melibiose__myo_inositol__phenylalanine__raffinose__rhamnose__salicin__serine__sucrose__threonine__xylose		positive	Roman_catacomb	Yes
other	2013	10.1099_ijs.0.050823_0	KC307771		aerobic	1.2	0.7	not_indicated	no	aesculin_hydrolysis__oxidase_positive	Niabella	hirudinis	E96		4.5_10.5		15_30		0_4	yes	rod	not_indicated	3487	DSM25812_CCM8411_LMG26956	3_hydroxybutyrate__acetate__adonitol__arabinose__cellobiose__fructose__galactose__gluconic_acid__mannose__melibiose__N_acetylgulcosamine__propionic_acid_propionate__rhamnose__ribose__salicin__sucrose__trehalose__xylose		negative	medicinal_leech	Yes
other	2013	10.1099_ijs.0.050823_0	KC307772		aerobic	1.25	0.85	not_indicated	no	oxidase_positive	Niabella	drilacis	E90		4.5_10.5		15_30		0_4	yes	rod	not_indicated	3487	DSM25811_CCM8410_LMG26954	adonitol__arabinose__cellobiose__fructose__galactose__lactate__maltose__mannose__melibiose__N_acetylgulcosamine__pyruvic_acid_pyruvate__rhamnose__ribose__salicin__sucrose		negative	medicinal_leech	Yes
marine_sediment	2013	10.1099_ijs.0.049841_0	KC311338	58.1	NA	2.45	0.6	non_motile	no	aesculin_hydrolysis__alkaline_phosphatase__catalase_positive__oxidase_positive	Loktanella	sediminilitoris	D1_W3	7.5	5.5_8.0	25	Oct_35	2	0_5.0	yes	rod	clump	4118	KCTC32383_CECT8284	acetate__arabinose__cellobiose__fructose__galactose__glucose__malate__mannose__sucrose__xylose		negative		Yes
other	2013	10.1099_ijs.0.051441_0	KC311367	58.4	anaerobic	3.5	0.5	non_motile	yes		Intestinimonas	butyriciproducens	SRB_521_5_I				25_45			yes	rod	none	4606	DSM26588_CCUG63529	dextrin__galactose__glucose__inosine__lactate__N_acetylgulcosamine__pyruvic_acid_pyruvate__pyruvic_acid_methyl_ester__serine__sorbitol__threonine__thymidine__uridine		positive	caecal_content_of_a_mouse	Yes
soil	2013	10.1099_ijs.0.051011_0	KC311557	56.3	aerobic			not_indicated	yes	aesculin_hydrolysis__gelatinase	Kroppenstedtia	guangzhouensis	GD02	6.75	5.5_9.5	50	30_60	1.25	0_3.0	no	not_indicated	chain	4077	CGMCC1.12404_KCTC29149			positive		Yes
seawater	2013	10.1099_ijs.0.049957_0	KC415169	66.1	aerobic	1.1	0.55	flagella	not_indicated	acid_phosphatase__aesculin_hydrolysis__alkaline_phosphatase__catalase_positive__oxidase_positive	Alcanivorax	marinus	R8_12	7.5	06_Oct	28	Oct_42	3	0.5_15	yes	rod	not_indicated	4428	MCCC1A00382_LMG24621_CCTCCAB208234	acetate__formic_acid__glycine__lactate__methyl_pyruvate__propionic_acid_propionate__Tween_40__Tween_80		negative		Yes
plant_associated	2014	10.1099_ijs.0.050849_0	KC447383	57.8	facultative_anaerobe	3	0.9	flagella	yes	alpha_galactosidase__catalase_positive__oxidase_positive	Cohnella	lupini		7	6.5_8.0	28	Oct_38	5	5		rod		83	ó_LMG27416	cellobiose__fructose__galactose__glucose__lactose__leucine__maltose__mannose__melibiose__salicin__xylose		variable		Yes
plant_associated	2014	10.1099_ijs.0.050849_0	KC447383	57.8	facultative_anaerobe	3	0.9	flagella	yes	aesculin_hydrolysis__alpha_galactosidase__catalase_positive__oxidase_positive	Cohnella	lupini	RLAHU4BT	7	6.5_8	28	Oct_38	5			rod		83		cellobiose__glucose__lactose__leucine__maltose__melibiose__salicin		variable		No
plant_associated	2014	10.1099_ijs.0.050849_0	KC447383	57.8	facultative_anaerobe	2.5_3.5	0.8_1.0	flagella	yes	catalase_positive__oxidase_positive	Cohnella	lupini	_RLAHU4BT	7	6.5_8.0	28	Oct_38	5	02_Jul	yes	rod	not_indicated	64	5LMG_27416T_5CECT_8236T	glucose__mannose__melibiose__salicin		variable		No
plant_associated	2014	10.1099_ijs.0.050849_0	KC447383	57.8	aerobic	0.9	3	non_motile	yes	acid_phosphatase__alkaline_phosphatase__catalase_positive__oxidase_positive	Cohnella	Lupini	RLAHU4BT	7	6.5_8.0	28	Oct_38	5	02_Jul	NA	rod	not_indicated	83	LMG27416T_CECT8236T	arabinose__cellobiose__glucose__lactose__maltose__mannose__melibiose__N_acetylgulcosamine__rhamnose__ribose__salicin__sucrose		positive		No
plant_associated	2014	10.1099_ijs.0.050849_0	KC447383	57.8	facultative_anaerobe	2.5_3.5	0.8_1	motile__but_unspecified_structure	yes	catalase_positive__oxidase_positive	Cohnella	lupini	RLAHU4BT	7	6.5_8	28	Oct_38		5		rod		83	LMG27416T_CECT8236T	glucose__mannose__melibiose__salicin		variable		Yes
plant_endophyte	2014	10.1099_ijs.0.050849_0	KC447383	57.8	facultative_anaerobe	2.5_3.5	0.8_1.0	flagella	yes	catalase_positive__oxidase_positive	Cohnella	Lupini	RLAHU4B	7	6.5_8.0	28	Oct_38	Not_indicated	2__5	no	rod	not_indicated	83	LMG_27416_CECT_8236	glucose__mannose__melibiose__salicin		variable		No
plant_endophyte	2014	10.1099_ijs.0.050849_0	KC447383	57.8	facultative_anaerobe	2.5_3.5	0.8_1.0	flagella	yes	acid_phosphatase__alkaline_phosphatase__alpha_galactosidase__catalase_positive__oxidase_positive	Cohnella	lupini	RLAHU4B	7	6.5_8.0	28	Oct_38		<5		rod	not_indicated	83	CECT8236T	cellobiose__fructose__galactose__glucose__lactose__leucine__maltose__mannose__melibiose__salicin__xylose		variable		No
soil	2014	10.1099_ijs.0.050849_0	KC447383	57.8	facultative_anaerobe	3	0.9	flagella	yes	acid_phosphatase__aesculin_hydrolysis__alkaline_phosphatase__alpha_galactosidase__catalase_positive__oxidase_positive	Cohnella	lupini	RLAHU4BT	7	6.5_8.0	28	Oct_38	5	2_5_7	yes	rod	not_indicated	83	5LMG_27416T_5CECT_8236T	glucose__maltose__mannose__melibiose__salicin__sucrose		variable		No
plant_associated	2014	doi:_10.1099_ijs.0.050849_0	KC447383	57.8	facultative_anaerobe	3	0.9	flagella	yes	acid_phosphatase__aesculin_hydrolysis__alkaline_phosphatase__catalase_positive__oxidase_positive	Cohnella	lupini	RLAHU4B	7	6.5_8	28	Oct_38	5		yes	rod	not_indicated	83	LMG27416ó__CECT8236	cellobiose__fructose__galactonic_acid__galactose__glucose__lactose__leucine__maltose__mannose__melibiose__salicin__xylose		variable		Yes
plant_associated	2013	10.1099_ijs.0.050310_0	KC447384	52.9	anaerobic	2.7	0.8	flagella	yes	aesculin_hydrolysis__catalase_positive__oxidase_positive	Paenibacillus	endophyticus	PECAE04	7	06_Sep	30	Oct_40	0.5	0_2	yes	rod	not_indicated	4433	LMG27297_CECT8234	arabinose__glucose__maltose__N_acetylgulcosamine		positive		Yes
plant_associated	2013	10.1099_ijs.0.050856_0	KC493642		NA	3.5	2.5	not_indicated	yes		Sugiyamaella	xylanicola	UFMG_CA_32.1	5		25	17_37			yes	ovoid_coccobacillus	not_indicated	2356	CBS12683_CBMAI1467	arabinose__cellobiose__galactose__glucose__N_acetylgulcosamine__salicin__sorbitol__trehalose__xylose		NA		Yes
wastewater	2013	10.1099_ijs.0.051664_0	KC513819	70	anaerobic	6	0.5	flagella	no		Desulfocurvus	thunnarius	Olac_40	7.1	05_Sep	40	20_50	0.2	0_5.0	NA	rod	not_indicated	4237	DSM26129_JCM18546	acetate__formic_acid__lactate__pyruvic_acid_pyruvate		negative		Yes
soil	2013	10.1099_ijs.0.051623_0	KC517406		aerobic			not_indicated	yes		Micromonospora	schwarzwaldensis	HKI0641		06_Sep	28	20_37		0_4	yes	not_indicated	not_indicated	3812	DSM45708_CIP110415	cellobiose__lactose__maltose__salicin		positive		Yes
human___mouth	2014	10.1099_ijs.0.051540_0	KC525204		NA			not_indicated	no	arylsulfatase__tellurite_reductase__urease_positive	Mycobacterium	paragordonae	49061T			25_30	<37			NA	rod		39	5JCM_18565T5KCTC_29126T			NA		No
human___mouth	2014	10.1099_ijs.0.051540_0	KC525204						no	catalase_positive__pyrazinamidase__tellurite_reductase__urease_positive	Mycobacterium	paragordonae	49061T			27.5	25_30			yes	rod		39	JCM18565T_KCTC29126T	Tween_80				No
human___mouth	2014	10.1099_ijs.0.051540_0	KC525204		NA			not_indicated	no	catalase_positive__pyrazinamidase__tellurite_reductase__urease_positive	Mycobacterium	paragordonae	49061T			27.5	25_30		<5	yes	rod	clump	39	JCM18565T_KCTC29126T	Tween_80		NA		No
human___mouth	2014	10.1099_ijs.0.051540_0	KC525204						no	arylsulfatase__catalase_positive__pyrazinamidase__tellurite_reductase__urease_positive	Mycobacterium	paragordonae	49061T			27.5	25_30			yes	rod		39	JCM18565T_KCTC29126T	Tween_80				No
human___mouth	2014	10.1099_ijs.0.051540_0	KC525204			not_indicated	not_indicated	not_indicated	no	arylsulfatase__catalase_positive__pyrazinamidase__tellurite_reductase__urease_positive	Mycobacterium	paragordonae	49061T	not_indicated	not_indicated	25_30_28	<37	not_indicated	no_growth_at_5_NaCl	yes	rod	not_indicated	39	JCM18565T_KCTC29126T	Tween_80				No
human___mouth	2014	10.1099_ijs.0.051540_0	KC525204						no	urease_positive	Mycobacterium_	paragordonae	49061T			27.5	25_30		<5	yes	rod		39	JCM18565T_KCTC29126T					No
human___mouth	2014	10.1099_ijs.0.051540_0	KC525204					not_indicated	no	arylsulfatase__catalase_positive__pyrazinamidase__tellurite_reductase__urease_positive	Mycobacterium	paragordonae	49061T			27.5	<37		<5	yes	rod	clump	39	JCM18565T5_KCTC29126T	Tween_80				No
human___mouth	2014	10.1099_ijs.0.051540_0	KC525204		NA			not_indicated	no	arylsulfatase__catalase_positive__pyrazinamidase__tellurite_reductase__urease_positive	Mycobacterium	paragordonae	49061T			25_30				yes	rod	clump	39	5JCM18565T5_KCTC29126T			NA		No
human___mouth	2014	10.1099_ijs.0.051540_0	KC525204						no	arylsulfatase__pyrazinamidase__tellurite_reductase__urease_positive	Mycobacterium	paragordonae	49061T			27.5	25_30				rod	not_indicated	39	JCM18565T_KCTC29126T					No
human___mouth	2014	10.1099_ijs.0.051540_0	KC525204					not_indicated	no	arylsulfatase__catalase_positive__pyrazinamidase__tellurite_reductase__urease_positive	Mycobacterium	paragordonae	49061T			27.5	25_30	5	~5	yes	rod	not_indicated	39	JCM18565T_KCTC29126T					No
human___mouth	2014	10.1099_ijs.0.051540_0	KC525204					not_indicated	no	arylsulfatase__catalase_positive__pyrazinamidase__tellurite_reductase__urease_positive	Mycobacterium	paragordonae	49061			25_30	<30	<5	<5	yes	rod	not_indicated	39	JCM18565T_KCTC29126T			NA		No
human___mouth	2014	10.1099_ijs.0.051540_0	KC525204					not_indicated	no	arylsulfatase__catalase_positive__pyrazinamidase__tellurite_reductase__urease_positive	Mycobacterium	paragordonae	49061T			27.5	<37		<5	yes	rod	not_indicated	39	JCM18565T_KCTC29126T	Tween_80				No
human___mouth	2014	10.1099_ijs.0.051540_0	KC525204						no	arylsulfatase__pyrazinamidase__tellurite_reductase__urease_positive	Mycobacterium	paragordonae	49061T			25_30				yes	rod		39	JCM_18565T_KCTC_29126T	Tween_80__urea				No
other	2014	10.1099_ijs.0.051540_0	KC525204		NA			non_motile	no	arylsulfatase__nitrate_reduction_to_nitrite__pyrazinamidase__tellurite_reductase__urease_positive	Mycobacterium_gordonae	Mycobacterium_paragordonae	49061			37	25_30			NA	rod	not_indicated	39	JCM_18565_KCTC_29126	Tween_80	KC525205_KC525206	NA	human_with_pulmonary_infection	Yes
other	2014	10.1099_ijs.0.051540_0	KC525204	Not_indicated	NA	Not_indicated	Not_indicated	non_motile	no	arylsulfatase__catalase_positive__pyrazinamidase__tellurite_reductase__urease_positive	Mycobacterium	paragordonae	49061T	Not_indicated	Not_indicated	25_30	No_growth_at_37C	No_growth_at_0.86M_NaCl	Assumed_<_0.86M_NaCl_levels	yes	rod	not_indicated	39	JCM_18565T_KCTC_29126T	Tween_80		NA	Human_pulmonary_system_in_this_case_natural_environment_normally	No
other	2014	10.1099_ijs.0.051540_0	KC525204						no	urease_positive	Mycobacterium	paragordonae				27.5	25_30			yes	rod		39	ó_JCM18565				Human_Sputum	No
other	2014	10.1099_ijs.0.051540_0	KC525204						no	arylsulfatase__catalase_positive__pyrazinamidase__urease_positive	Mycobacterium	paragordonae	49061T			27.5	25_30			yes	rod		39	JCM18565T5KCTC29126T	Tween_80			Human_artery	No
other	2014	10.1099_ijs.0.051540_0	KC525204					not_indicated	no	arylsulfatase__catalase_positive__pyrazinamidase__tellurite_reductase__urease_positive	Mycobacterium	paragordonae	49061T			25_30	<37		<5	yes	rod	clump	39	JCM18565T_KCTC29126T	Tween_80		variable	human_sputum_sample	No
other	2014	10.1099_ijs.0.051540_0	KC525204					not_indicated	no	arylsulfatase__tellurite_reductase__urease_positive	Mycobacterium	paragordonae	49061T			27.5	<37			yes	rod	not_indicated	39	JCM18565T_KCTC29126T				human___sputum	No
other	2014	10.1099_ijs.0.051540_0	KC525204					not_indicated	no	arylsulfatase__catalase_positive__pyrazinamidase__tellurite_reductase__urease_positive	Mycobacterium	paragordonae	49061T			27.5	<37		<5	yes	rod	clump	39	JCM18565T_KCTC29126T				Human_sputum	No
other	2014	10.1099_ijs0.051540_0	KC525204		NA			not_indicated	no	arylsulfatase__catalase_positive__pyrazinamidase__tellurite_reductase__urease_positive	Mycobacterium	paragordonae	49061T			27.5	<37			yes	rod	not_indicated	39	JCM185656T_KCTC29126T			NA	human_pulmonary_lung_infection_	No
